"..Date.and.Time..UTC.","Receiver","Transmitter","Transmitter.Name","Transmitter.Serial","Sensor.Value","Sensor.Unit","Station.Name","Latitude","Longitude"
2015-10-21 17:10:12,"VR2W-103959","A69-1601-37952",NA,NA,NA,NA,"JWS_Surfside",33.72633,-118.08641
2015-10-21 17:17:17,"VR2W-103959","A69-1601-37952",NA,NA,NA,NA,"JWS_Surfside",33.72633,-118.08641
2015-10-21 17:21:23,"VR2W-103959","A69-1601-37952",NA,NA,NA,NA,"JWS_Surfside",33.72633,-118.08641
2015-10-21 17:43:26,"VR2W-103959","A69-1601-37952",NA,NA,NA,NA,"JWS_Surfside",33.72633,-118.08641
2015-10-21 18:05:47,"VR2W-103959","A69-1601-37952",NA,NA,NA,NA,"JWS_Surfside",33.72633,-118.08641
2015-10-21 18:10:38,"VR2W-103959","A69-1601-37952",NA,NA,NA,NA,"JWS_Surfside",33.72633,-118.08641
2015-10-21 18:29:15,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:30:20,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:32:37,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:33:54,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:35:24,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:37:21,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:40:12,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:42:50,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:46:26,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:48:10,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:50:33,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
2015-10-21 18:52:16,"VR2W-114012","A69-1601-37952",NA,NA,NA,NA,"JWS_Admiral",33.71821,-118.07681
