"..Date.and.Time..UTC.","Receiver","Transmitter","Transmitter.Name","Transmitter.Serial","Sensor.Value","Sensor.Unit","Station.Name","Latitude","Longitude"
2013-08-30 13:07:08,"VR2W-119031","A69-1601-30028",NA,NA,NA,NA,"JWS_Will_Rogers2",34.03679,-118.54838
2013-08-30 13:15:22,"VR2W-119031","A69-1601-30028",NA,NA,NA,NA,"JWS_Will_Rogers2",34.03679,-118.54838
2013-08-30 13:26:28,"VR2W-119031","A69-1601-30028",NA,NA,NA,NA,"JWS_Will_Rogers2",34.03679,-118.54838
2013-08-30 13:34:04,"VR2W-119031","A69-1601-30028",NA,NA,NA,NA,"JWS_Will_Rogers2",34.03679,-118.54838
2013-08-30 13:47:52,"VR2W-119031","A69-1601-30028",NA,NA,NA,NA,"JWS_Will_Rogers2",34.03679,-118.54838
2013-08-30 13:52:22,"VR2W-119031","A69-1601-30028",NA,NA,NA,NA,"JWS_Will_Rogers2",34.03679,-118.54838
2013-09-22 11:38:56,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:06:05,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:11:23,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:25:40,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:30:22,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:37:41,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:40:20,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:42:36,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:44:05,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:45:58,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:48:41,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:51:04,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:52:46,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:55:08,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:56:47,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 03:59:03,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:02:22,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:05:03,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:07:20,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:10:53,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:13:50,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:16:41,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:19:19,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:24:38,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:30:55,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:32:24,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:34:18,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:37:04,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:47:43,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:49:32,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 04:52:06,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 05:04:05,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 14:23:58,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 14:46:14,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-02-22 14:47:54,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-03-12 06:35:44,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-03-12 06:39:03,"VR2W-110770","A69-1601-30028",NA,NA,NA,NA,"JWS_Santa_Monica_Pier",34.00716,-118.49899
2014-06-07 13:24:06,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 13:25:44,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 13:27:56,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 13:29:18,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 13:50:00,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 13:55:32,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 14:18:12,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 14:41:01,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-07 14:59:14,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-08 02:12:11,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-08 02:21:31,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-08 07:06:30,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-09 00:30:28,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-09 00:31:33,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-09 00:33:51,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
2014-06-09 00:35:08,"VR2C69-450052","A69-1601-30028",NA,NA,NA,NA,"JWS_Roundhouse",33.883414,-118.41461
