Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
6/29/2017 22:47,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 22:55,VR2W-109172,A69-1601-46833,,,,,OCSD_Ref2,33.61088,-118.09277
6/29/2017 22:55,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 22:55,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 22:57,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 22:57,VR2W-109172,A69-1601-46833,,,,,OCSD_Ref2,33.61088,-118.09277
6/29/2017 22:57,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 22:57,VR2W-109155,A69-1601-46833,,,,,OCSD_Ref3,33.61269,-118.08784
6/29/2017 23:03,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:03,VR2W-109172,A69-1601-46833,,,,,OCSD_Ref2,33.61088,-118.09277
6/29/2017 23:06,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:09,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:11,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:11,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 23:18,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:18,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 23:18,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:18,VR2W-126022,A69-1601-46833,,,,,OCSD_Ref8,33.61006,-118.08149
6/29/2017 23:20,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:20,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 23:20,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:27,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:27,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:28,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 23:28,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:28,VR2W-109155,A69-1601-46833,,,,,OCSD_Ref3,33.61269,-118.08784
6/29/2017 23:30,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/29/2017 23:30,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:30,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/29/2017 23:30,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:33,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:33,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:36,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:38,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:38,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:40,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:40,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:43,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:46,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:46,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:48,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:48,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:50,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:50,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/29/2017 23:55,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/29/2017 23:57,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:02,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:07,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:10,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:12,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 00:15,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:17,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 00:20,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:20,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 00:22,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 00:28,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 00:34,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 00:41,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 00:49,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 01:13,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 01:29,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 01:29,VR2W-109171,A69-1601-46833,,,,,OCSD_Ref9,33.60017,-118.09490
6/30/2017 01:56,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 01:59,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 02:03,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 02:08,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 02:10,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 02:13,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 02:33,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 03:06,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 03:09,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 03:14,VR2W-109171,A69-1601-46833,,,,,OCSD_Ref9,33.60017,-118.09490
6/30/2017 03:19,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 03:28,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 03:34,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 03:45,VR2W-109171,A69-1601-46833,,,,,OCSD_Ref9,33.60017,-118.09490
6/30/2017 03:47,VR2W-109171,A69-1601-46833,,,,,OCSD_Ref9,33.60017,-118.09490
6/30/2017 04:03,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:06,VR2W-109171,A69-1601-46833,,,,,OCSD_Ref9,33.60017,-118.09490
6/30/2017 04:12,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:17,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:19,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:21,VR2W-109194,A69-1601-46833,,,,,OCSD_Ref6,33.60643,-118.09136
6/30/2017 04:24,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:31,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:34,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:34,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 04:35,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:35,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/30/2017 04:35,VR2W-126022,A69-1601-46833,,,,,OCSD_Ref8,33.61006,-118.08149
6/30/2017 04:39,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:41,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:46,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 04:57,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:00,VR2W-109171,A69-1601-46833,,,,,OCSD_Ref9,33.60017,-118.09490
6/30/2017 05:03,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:06,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 05:12,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:16,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:16,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 05:21,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:31,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:34,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:34,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 05:39,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:39,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 05:41,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:41,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 05:41,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/30/2017 05:41,VR2W-126022,A69-1601-46833,,,,,OCSD_Ref8,33.61006,-118.08149
6/30/2017 05:43,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:43,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 05:46,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:49,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:52,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:54,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 05:54,VR2W-109198,A69-1601-46833,,,,,OCSD_Ref7,33.60824,-118.08643
6/30/2017 05:57,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 06:00,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:01,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:01,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 06:03,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:05,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:05,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 06:08,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:08,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 06:10,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:10,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 06:10,VR2W-109191,A69-1601-46833,,,,,OCSD_Ref10,33.60199,-118.08996
6/30/2017 06:12,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:12,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
6/30/2017 06:19,VR2W-109164,A69-1601-46833,,,,,OCSD_Ref11,33.60380,-118.08503
6/30/2017 06:19,VR2W-109180,A69-1601-46833,,,,,OCSD_Ref12,33.60562,-118.08009
