"X","times","LON","LAT"
9332,"2017-06-23 03:47:00",-117.972561614581,33.577392206511
9333,"2017-06-23 03:48:00",-117.972628272864,33.5770286822438
9334,"2017-06-23 03:49:00",-117.972606143076,33.5766613677572
9335,"2017-06-23 03:50:00",-117.972272676994,33.5769008506369
9336,"2017-06-23 03:51:00",-117.972162422205,33.5772568647222
9337,"2017-06-23 03:52:00",-117.97252312399,33.5770468494783
9338,"2017-06-23 03:53:00",-117.972883824027,33.5768368331756
9339,"2017-06-23 03:54:00",-117.973244522316,33.5766268158141
9340,"2017-06-23 03:55:00",-117.973134271867,33.5769828307818
9341,"2017-06-23 03:56:00",-117.973573654467,33.5769829326144
9342,"2017-06-23 03:57:00",-117.973726141943,33.577327855188
9343,"2017-06-23 03:58:00",-117.974086840235,33.5771178353883
9344,"2017-06-23 03:59:00",-117.974064704246,33.5767505211667
9345,"2017-06-23 04:00:00",-117.974297221042,33.5764384580193
9346,"2017-06-23 04:01:00",-117.973877955766,33.5765484635807
9347,"2017-06-23 04:02:00",-117.973440817425,33.5765855712372
9348,"2017-06-23 04:03:00",-117.973418684306,33.576218256869
9349,"2017-06-23 04:04:00",-117.973651201999,33.5759061949086
9350,"2017-06-23 04:05:00",-117.973540954137,33.5762622102806
9351,"2017-06-23 04:06:00",-117.973103841907,33.5762249010998
9352,"2017-06-23 04:07:00",-117.972910452914,33.5758946600242
9353,"2017-06-23 04:08:00",-117.973213257728,33.5756281656044
9354,"2017-06-23 04:09:00",-117.973190881686,33.5759954696881
9355,"2017-06-23 04:10:00",-117.97308063182,33.5763514846445
9356,"2017-06-23 04:11:00",-117.972887020805,33.5766816349492
9357,"2017-06-23 04:12:00",-117.973189651143,33.5769482710835
9358,"2017-06-23 04:13:00",-117.973492458779,33.5766817760264
9359,"2017-06-23 04:14:00",-117.9738962785,33.576536831767
9360,"2017-06-23 04:15:00",-117.973874143464,33.576169517477
9361,"2017-06-23 04:16:00",-117.973490033079,33.5759909445591
9362,"2017-06-23 04:17:00",-117.973467899903,33.5756236301643
9363,"2017-06-23 04:18:00",-117.973030790923,33.5755863207223
9364,"2017-06-23 04:19:00",-117.973391344893,33.575796506487
9365,"2017-06-23 04:20:00",-117.973821703341,33.575870639144
9366,"2017-06-23 04:21:00",-117.974225518733,33.5757256937904
9367,"2017-06-23 04:22:00",-117.974292168756,33.5753621685276
9368,"2017-06-23 04:23:00",-117.973872908679,33.5754721740919
9369,"2017-06-23 04:24:00",-117.973762894224,33.5751161083029
9370,"2017-06-23 04:25:00",-117.973493855619,33.5754068791601
9371,"2017-06-23 04:26:00",-117.973109630432,33.5755852750503
9372,"2017-06-23 04:27:00",-117.973470184588,33.5757954605854
9373,"2017-06-23 04:28:00",-117.973201336207,33.5755045657069
9374,"2017-06-23 04:29:00",-117.973091324468,33.5751484993232
9375,"2017-06-23 04:30:00",-117.973452015231,33.5749384812983
9376,"2017-06-23 04:31:00",-117.973032829738,33.5748282836175
9377,"2017-06-23 04:32:00",-117.973463183074,33.5749024175319
9378,"2017-06-23 04:33:00",-117.97361589225,33.5745575648794
9379,"2017-06-23 04:34:00",-117.974019701871,33.5744126201656
9380,"2017-06-23 04:35:00",-117.973582574357,33.5744497283375
9381,"2017-06-23 04:36:00",-117.974021944123,33.5744498285762
9382,"2017-06-23 04:37:00",-117.973911699637,33.574805844363
9383,"2017-06-23 04:38:00",-117.973474570095,33.5748429521507
9384,"2017-06-23 04:39:00",-117.973913941854,33.5748430527732
9385,"2017-06-23 04:40:00",-117.973980592503,33.5744795276263
9386,"2017-06-23 04:41:00",-117.974047242593,33.5741160024221
9387,"2017-06-23 04:42:00",-117.974407926745,33.5739059815749
9388,"2017-06-23 04:43:00",-117.974710552076,33.5741726141089
9389,"2017-06-23 04:44:00",-117.974326334862,33.5743510138135
9390,"2017-06-23 04:45:00",-117.974687019315,33.574140992161
9391,"2017-06-23 04:46:00",-117.974919331831,33.5744531588003
9392,"2017-06-23 04:47:00",-117.974985751398,33.5748167135822
9393,"2017-06-23 04:48:00",-117.975416151784,33.5747427730407
9394,"2017-06-23 04:49:00",-117.975031933495,33.5749211749194
9395,"2017-06-23 04:50:00",-117.975098353892,33.5752847296135
9396,"2017-06-23 04:51:00",-117.974904959398,33.5749544916035
9397,"2017-06-23 04:52:00",-117.975335314961,33.5750286190066
9398,"2017-06-23 04:53:00",-117.9750664627,33.5747377281432
9399,"2017-06-23 04:54:00",-117.974647206625,33.5748477363424
9400,"2017-06-23 04:55:00",-117.975051015873,33.5747027882703
9401,"2017-06-23 04:56:00",-117.975481370312,33.5747769151682
9402,"2017-06-23 04:57:00",-117.975841926857,33.5749870938213
